	O2.UC-1	O2.UC-11	O2.UC-12	O2.UC-13	O2.UC-14	O2.UC-16	O2.UC-17	O2.UC-18	O2.UC-19	O2.UC-20	O2.UC-21	O2.UC-22	O2.UC-23	O2.UC-24	O2.UC-4	V1.CD-1	V1.CD-11	V1.CD-12	V1.CD-13	V1.CD-14	V1.CD-15	V1.CD-2	V1.CD-3	V1.CD-4	V1.CD-6	V1.CD-8	V1.CD-9	V1.UC-10	V1.UC-13	V1.UC-14	V1.UC-15	V1.UC-17	V1.UC-18	V1.UC-19	V1.UC-21	V1.UC-6	V1.UC-7	V1.UC-8	V1.UC-9
V1.CD-15	0.995547299021	0.998136573907	0.998411713522	0.99506459133	0.999591334171	0.994797735745	0.989745906083	0.994442260761	0.998200628283	0.995403224186	0.997771184858	0.992251366457	0.99526490901	0.998504391519	0.998549917053	0.990659018933	0.991137758886	0.998308311617	0.996448773667	0.991499540766	0.0	0.998795733302	0.997250338949	0.988993895369	0.971336474579	0.997137545371	0.994939669691	0.998443137516	0.997228213584	0.998193281897	0.996518176214	0.996499047412	0.995326925475	0.989214310061	0.997073189632	0.997137480703	0.99135258957	0.988954945859	0.996984940263
V1.CD-2	0.995638206452	0.993332403161	0.993432470989	0.992296615862	0.987163060384	0.988488587706	0.99965667059	0.993731418354	0.989058468192	0.996898888035	0.994001959052	0.995372506561	0.99653087006	0.987878252652	0.991293932311	0.99844788291	0.999668578165	0.994818914555	0.996334691565	0.998833151764	0.998795733302	0.0	0.998186446071	0.993143585551	0.995745381967	0.988024608981	0.998718495933	0.994588224229	0.998589921429	0.986544539439	0.998099493582	0.995461667641	0.993304221689	0.974466018135	0.995733237543	0.997098257186	0.996944864006	0.996282708182	0.998138985072
V1.CD-3	0.995946167919	0.996422085762	0.991706531876	0.996463546513	0.999008664151	0.995092437661	0.999355967082	0.994812353858	0.995819253762	0.994461362084	0.99922531728	0.994206869295	0.995673667422	0.996713452569	0.996406932656	0.997929099071	0.997366692104	0.993951856327	0.993074188181	0.997499341516	0.997250338949	0.998186446071	0.0	0.990409443294	0.99585342921	0.995647237317	0.993219883747	0.992125934059	0.99685461388	0.995968982657	0.996211693081	0.997853134862	0.994795591679	0.994452583275	0.993488161305	0.988325421176	0.995733763202	0.987248011343	0.996137273766
V1.CD-4	0.992663900415	0.988277701742	0.984712078148	0.982633119191	0.991604762455	0.991847134565	0.995623568978	0.986293497097	0.983552570347	0.981594780467	0.993240215999	0.986075622984	0.988732924771	0.985613627584	0.976666104721	0.991495514574	0.997233741382	0.97718472692	0.96630423171	0.994227410012	0.988993895369	0.993143585551	0.990409443294	0.0	0.98840235199	0.954247368986	0.982976052719	0.977865311216	0.992296261723	0.983912688033	0.991090744945	0.997073030639	0.991021608108	0.973053052666	0.956482048384	0.972401746663	0.987066837981	0.97707269036	0.987731406356
V1.CD-6	0.987217269567	0.990836977966	0.991263834743	0.980436205814	0.99798148105	0.985939787714	0.99161828036	0.969980755026	0.990868690801	0.982447376653	0.998549731399	0.984357296193	0.98798102298	0.990367443585	0.993267547635	0.98974907357	0.994671689417	0.984472542775	0.978300896075	0.982889561271	0.971336474579	0.995745381967	0.99585342921	0.98840235199	0.0	0.982526226344	0.987470212297	0.973900241482	0.987438936795	0.990921854804	0.994705052216	0.993330374098	0.979739052781	0.982505335518	0.984522526598	0.977686602045	0.982299036587	0.973682341579	0.990650975903
V1.CD-8	0.992999690307	0.970923391961	0.976247874533	0.978028550368	0.993784812736	0.993425285974	0.997867685103	0.97714341811	0.987701042685	0.970161840507	0.992208790729	0.990117981495	0.987734178143	0.978880951588	0.974315337275	0.997171481975	0.998332678119	0.975144165345	0.963614552895	0.994416877217	0.997137545371	0.988024608981	0.995647237317	0.954247368986	0.982526226344	0.0	0.977045359946	0.970040797006	0.994138316633	0.982686513173	0.991271837108	0.994561730282	0.989647093291	0.965879632739	0.984760373776	0.978349604954	0.987413637189	0.979789892363	0.977186300789
V1.CD-9	0.986239956113	0.990836820084	0.994486947818	0.995224972339	0.998597988896	0.983517179473	0.975445754046	0.981405774217	0.994206140398	0.979197655822	0.997652858946	0.982612360273	0.981730601302	0.983655836984	0.988457348726	0.994107368939	0.990364944576	0.987609245575	0.959723770626	0.988163182294	0.994939669691	0.998718495933	0.993219883747	0.982976052719	0.987470212297	0.977045359946	0.0	0.967221087656	0.964539452139	0.995851573524	0.979891552421	0.996402345698	0.98885187204	0.983240981096	0.993910127993	0.95548749773	0.972955337115	0.979510233928	0.985398718466
V1.UC-10	0.978585172744	0.978699394545	0.963226649574	0.989551340119	0.992844722451	0.992434171132	0.992755509673	0.965850962782	0.98204960926	0.945899290805	0.997100983692	0.98193865818	0.975416893339	0.981890916782	0.970676147805	0.993752772625	0.972329173099	0.953733256678	0.921913291617	0.984788519201	0.998443137516	0.994588224229	0.992125934059	0.977865311216	0.973900241482	0.970040797006	0.967221087656	0.0	0.980136720757	0.985158594695	0.983489114738	0.994954147155	0.983914635883	0.981769141045	0.978822363798	0.93561957755	0.982425849498	0.965339491837	0.967002459301
V1.UC-13	0.96165938353	0.986929761764	0.996519784485	0.993916856476	0.998751500566	0.996481070762	0.958455399221	0.959004387128	0.98827113381	0.981004818411	0.998803721841	0.977673187748	0.961270223481	0.9926868624	0.996321812518	0.995450264892	0.988945412408	0.988901647673	0.989460627054	0.978819529776	0.997228213584	0.998589921429	0.99685461388	0.992296261723	0.987438936795	0.994138316633	0.964539452139	0.980136720757	0.0	0.99204138087	0.976249641187	0.991097577907	0.983655397913	0.995600970007	0.993436840196	0.978069846315	0.97904861126	0.970418373115	0.972263872434
V1.UC-14	0.988329141244	0.980540033181	0.980555936034	0.991529058591	0.970047087222	0.989321546549	0.999018029116	0.971948539164	0.98274153006	0.986550282162	0.997995922397	0.9950707295	0.987736435313	0.984623015962	0.937888044096	0.997005491298	0.999207129173	0.986110774031	0.986530086448	0.996711929321	0.998193281897	0.986544539439	0.995968982657	0.983912688033	0.990921854804	0.982686513173	0.995851573524	0.985158594695	0.99204138087	0.0	0.985691345808	0.988539441597	0.993530680038	0.982167930288	0.982894995229	0.991832448094	0.994423668483	0.988715403376	0.991708415824
V1.UC-15	0.978772531517	0.994766056147	0.995327018477	0.996120964655	0.998082704574	0.996838196532	0.979655147252	0.991103018712	0.9956092736	0.97592968924	0.997438531454	0.984842506691	0.985890275805	0.993797116721	0.989178506893	0.985630577469	0.993460785284	0.989519307362	0.986372051822	0.978987146274	0.996518176214	0.998099493582	0.996211693081	0.991090744945	0.994705052216	0.991271837108	0.979891552421	0.983489114738	0.976249641187	0.985691345808	0.0	0.98978286431	0.989457922685	0.987663311825	0.990636621094	0.976245954012	0.991877739852	0.987390374655	0.985626384634
V1.UC-17	0.996822221058	0.992560422775	0.995086630742	0.979629652881	0.98133691337	0.995377920454	0.99375765596	0.994933434799	0.992621333766	0.994322346002	0.998038753336	0.994881938998	0.974330530825	0.995758388947	0.99057554869	0.996502840307	0.998148821448	0.997885812412	0.989772418281	0.995638730001	0.996499047412	0.995461667641	0.997853134862	0.997073030639	0.993330374098	0.994561730282	0.996402345698	0.994954147155	0.991097577907	0.988539441597	0.98978286431	0.0	0.996901177476	0.988690533382	0.994316011996	0.996489677014	0.988892145515	0.994323450006	0.996538584455
V1.UC-18	0.987455038747	0.996162018437	0.992189229851	0.99608301811	0.998649635318	0.988676664363	0.991157685669	0.984506109488	0.989618145367	0.975748727041	0.998410569066	0.987787438423	0.992999000518	0.99580219803	0.989866232125	0.991281839145	0.992524432954	0.990508234619	0.989869704492	0.987985068421	0.995326925475	0.993304221689	0.994795591679	0.991021608108	0.979739052781	0.989647093291	0.98885187204	0.983914635883	0.983655397913	0.993530680038	0.989457922685	0.996901177476	0.0	0.991107542643	0.987778318519	0.98174558466	0.975047424546	0.989033440709	0.991693278825
V1.UC-19	0.99258490353	0.993326836188	0.984503057902	0.984557110468	0.997003006947	0.993802396869	0.99867830633	0.980755439102	0.990667114083	0.974827844281	0.992420303967	0.989055347501	0.986586890034	0.981545222955	0.98531961611	0.995953073234	0.998392527353	0.983075130533	0.972590736321	0.996834565861	0.989214310061	0.974466018135	0.994452583275	0.973053052666	0.982505335518	0.965879632739	0.983240981096	0.981769141045	0.995600970007	0.982167930288	0.987663311825	0.988690533382	0.991107542643	0.0	0.974590830744	0.981758827754	0.985817122773	0.977676299173	0.990282858721
V1.UC-21	0.976176859673	0.978197464146	0.985164427123	0.981750479717	0.994958219439	0.986566105687	0.998304865058	0.982360819154	0.977388193425	0.983059463751	0.998268803267	0.989464397977	0.986439945698	0.986137608972	0.98801948832	0.986074158038	0.984887323565	0.973229168425	0.969922177613	0.992389287076	0.997073189632	0.995733237543	0.993488161305	0.956482048384	0.984522526598	0.984760373776	0.993910127993	0.978822363798	0.993436840196	0.982894995229	0.990636621094	0.994316011996	0.987778318519	0.974590830744	0.0	0.972942829538	0.988675517986	0.988108059332	0.980592600769
V1.UC-6	0.979876594363	0.977744121744	0.974356543292	0.972019632415	0.995622478374	0.990157721781	0.994395694776	0.954013405472	0.972463222093	0.963246103371	0.997899744529	0.977677014542	0.973032976039	0.987023676843	0.983560907463	0.994983569584	0.977170412964	0.94324854948	0.942748049114	0.983109579761	0.997137480703	0.997098257186	0.988325421176	0.972401746663	0.977686602045	0.978349604954	0.95548749773	0.93561957755	0.978069846315	0.991832448094	0.976245954012	0.996489677014	0.98174558466	0.981758827754	0.972942829538	0.0	0.980539433309	0.951526082185	0.936743365872
V1.UC-7	0.982154758183	0.989278087298	0.993139151389	0.989804718906	0.99503515573	0.975288852989	0.988400726374	0.982250314031	0.98130158556	0.980946870769	0.998475077624	0.986471388099	0.974400875912	0.99019544706	0.992015752772	0.991262467661	0.994488420746	0.987086018844	0.98522177756	0.985265653428	0.99135258957	0.996944864006	0.995733763202	0.987066837981	0.982299036587	0.987413637189	0.972955337115	0.982425849498	0.97904861126	0.994423668483	0.991877739852	0.988892145515	0.975047424546	0.985817122773	0.988675517986	0.980539433309	0.0	0.961442519977	0.978262686315
V1.UC-8	0.981537473873	0.980175795461	0.988563752162	0.97979806103	0.997033102864	0.991030801331	0.991844955619	0.978719857299	0.984370100124	0.974566306577	0.997986143592	0.955580903251	0.972187289604	0.985050483274	0.991812114203	0.992183630414	0.994623749293	0.972016195727	0.967354046864	0.978619348742	0.988954945859	0.996282708182	0.987248011343	0.97707269036	0.973682341579	0.979789892363	0.979510233928	0.965339491837	0.970418373115	0.988715403376	0.987390374655	0.994323450006	0.989033440709	0.977676299173	0.988108059332	0.951526082185	0.961442519977	0.0	0.945900651797
V1.UC-9	0.992868666225	0.974838522442	0.986852964544	0.992586050081	0.996092986108	0.996027362787	0.992209028635	0.978280068679	0.983993144709	0.978752395079	0.998735154535	0.982105758118	0.968353922575	0.986072892078	0.991937290141	0.996950032966	0.995946235499	0.966203891262	0.967913342299	0.990944300972	0.996984940263	0.998138985072	0.996137273766	0.987731406356	0.990650975903	0.977186300789	0.985398718466	0.967002459301	0.972263872434	0.991708415824	0.985626384634	0.996538584455	0.991693278825	0.990282858721	0.980592600769	0.936743365872	0.978262686315	0.945900651797	0.0
